term,match,file,line,category,action,context
BPS,bps,data/question-bank-mathe.js,2223,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""bps"","
BPS,bps,data/question-bank-mathe.js,2287,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""bps"","
CTC,ctc,data/question-bank-mathe.js,2351,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""ctc"","
BPS,bps,data/question-bank-mathe.js,2415,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""bps"","
BPS,bps,data/question-bank-mathe.js,2479,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""bps"","
CTC,ctc,data/question-bank-mathe.js,2542,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""ctc"","
BPS,bps,data/question-bank-mathe.js,2606,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""bps"","
BPS,bps,data/question-bank-mathe.js,2670,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""bps"","
CTC,ctc,data/question-bank-mathe.js,2734,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""ctc"","
CTC,ctc,data/question-bank-mathe.js,2798,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""ctc"","
BPS,bps,data/question-bank-mathe.js,2862,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""bps"","
CTC,ctc,data/question-bank-mathe.js,2927,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""ctc"","
BPS,bps,data/question-bank-mathe.js,2991,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""bps"","
CTC,ctc,data/question-bank-mathe.js,3056,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""ctc"","
CTC,ctc,data/question-bank-mathe.js,3120,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""ctc"","
CTC,ctc,data/question-bank-mathe.js,3184,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""ctc"","
CTC,ctc,data/question-bank-mathe.js,3248,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""ctc"","
CTC,ctc,data/question-bank-mathe.js,3311,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""ctc"","
CTC,ctc,data/question-bank-mathe.js,3350,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""ctc"","
CTC,ctc,data/question-bank-mathe.js,3389,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""ctc"","
CTC,ctc,data/question-bank-mathe.js,3428,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""ctc"","
BPS,bps,data/question-bank-sozial.js,32,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""bps"","
BPS,bps,data/question-bank-sozial.js,90,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""bps"","
BPS,bps,data/question-bank-sozial.js,148,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""bps"","
BPS,bps,data/question-bank-sozial.js,205,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""bps"","
CTC,ctc,data/question-bank-sozial.js,263,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""ctc"","
BPS,bps,data/question-bank-sozial.js,320,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""bps"","
BPS,bps,data/question-bank-sozial.js,377,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""bps"","
BPS,bps,data/question-bank-sozial.js,434,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""bps"","
BPS,bps,data/question-bank-sozial.js,491,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""bps"","
BPS,bps,data/question-bank-sozial.js,548,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""bps"","
BPS,bps,data/question-bank-sozial.js,605,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""bps"","
BPS,bps,data/question-bank-sozial.js,662,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""bps"","
CTC,ctc,data/question-bank-sozial.js,720,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""ctc"","
BPS,bps,data/question-bank-sozial.js,777,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""bps"","
BPS,bps,data/question-bank-sozial.js,834,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""bps"","
BPS,bps,data/question-bank-sozial.js,891,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""bps"","
BPS,bps,data/question-bank-sozial.js,948,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""bps"","
CTC,ctc,data/question-bank-sozial.js,1005,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""ctc"","
BPS,bps,data/question-bank-sozial.js,1062,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""bps"","
BPS,bps,data/question-bank-sozial.js,1120,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""bps"","
BPS,bps,data/question-bank.js,3515,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""bps"","
BPS,bps,data/question-bank.js,3575,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""bps"","
BPS,bps,data/question-bank.js,3635,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""bps"","
CTC,ctc,data/question-bank.js,5174,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""ctc"","
BPS,bps,data/question-bank.js,5241,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""bps"","
BPS,bps,data/question-bank.js,5308,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""bps"","
BPS,bps,data/question-bank.js,5369,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""bps"","
BPS,bps,data/question-bank.js,5430,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""bps"","
BPS,bps,data/question-bank.js,5491,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""bps"","
BPS,bps,data/question-bank.js,5552,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""bps"","
BPS,bps,data/question-bank.js,5613,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""bps"","
BPS,bps,data/question-bank.js,5674,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""bps"","
BPS,bps,data/question-bank.js,5735,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""bps"","
BPS,bps,data/question-bank.js,5796,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""bps"","
BPS,bps,data/question-bank.js,5857,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""bps"","
BPS,bps,data/question-bank.js,5918,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""bps"","
BPS,bps,data/question-bank.js,5979,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""bps"","
BPS,bps,data/question-bank.js,6040,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""bps"","
BPS,bps,data/question-bank.js,6101,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""bps"","
BPS,bps,data/question-bank.js,6162,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""bps"","
BPS,bps,data/question-bank.js,6223,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""bps"","
BPS,bps,data/question-bank.js,6284,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""bps"","
BPS,bps,data/question-bank.js,6345,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""bps"","
BPS,bps,data/question-bank.js,6406,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""bps"","
BPS,bps,data/question-bank.js,6467,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""bps"","
BPS,bps,data/question-bank.js,6528,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""bps"","
BPS,bps,data/question-bank.js,6589,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""bps"","
BPS,bps,data/question-bank.js,6650,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""bps"","
BPS,bps,data/question-bank.js,6711,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""bps"","
BPS,bps,data/question-bank.js,6772,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""bps"","
BPS,bps,data/question-bank.js,6833,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""bps"","
BPS,bps,data/question-bank.js,6894,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""bps"","
BPS,bps,data/question-bank.js,6955,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""bps"","
BPS,bps,data/question-bank.js,7016,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""bps"","
BPS,bps,data/question-bank.js,7077,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""bps"","
BPS,bps,data/question-bank.js,7138,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""bps"","
BPS,bps,data/question-bank.js,7199,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""bps"","
BPS,bps,data/question-bank.js,7260,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""bps"","
BPS,bps,data/question-bank.js,7321,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""bps"","
BPS,bps,data/question-bank.js,7382,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""bps"","
BPS,bps,data/question-bank.js,7443,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""bps"","
CTC,ctc,data/question-bank.js,7504,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""ctc"","
CTC,ctc,data/question-bank.js,7565,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""ctc"","
CTC,ctc,data/question-bank.js,7626,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""ctc"","
CTC,ctc,data/question-bank.js,7687,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""ctc"","
CTC,ctc,data/question-bank.js,7748,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""ctc"","
CTC,ctc,data/question-bank.js,7809,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""ctc"","
CTC,ctc,data/question-bank.js,7870,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""ctc"","
CTC,ctc,data/question-bank.js,7931,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""ctc"","
CTC,ctc,data/question-bank.js,7992,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""ctc"","
CTC,ctc,data/question-bank.js,8053,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""ctc"","
CTC,ctc,data/question-bank.js,8114,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""ctc"","
CTC,ctc,data/question-bank.js,8175,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""ctc"","
CTC,ctc,data/question-bank.js,8236,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""ctc"","
CTC,ctc,data/question-bank.js,8297,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""ctc"","
CTC,ctc,data/question-bank.js,8358,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""ctc"","
CTC,ctc,data/question-bank.js,8419,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""ctc"","
BPS,bps,data/question-bank.js,8476,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""bps"","
BPS,bps,data/question-bank.js,8521,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""bps"","
BPS,bps,data/question-bank.js,8566,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""bps"","
BPS,bps,data/question-bank.js,8611,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""bps"","
BPS,bps,data/question-bank.js,8656,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""bps"","
BPS,bps,data/question-bank.js,8701,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""bps"","
BPS,bps,data/question-bank.js,8746,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""bps"","
BPS,bps,data/question-bank.js,8791,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""bps"","
BPS,bps,data/question-bank.js,8836,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""bps"","
BPS,bps,data/question-bank.js,8881,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""bps"","
BPS,bps,data/question-bank.js,8926,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""bps"","
BPS,bps,data/question-bank.js,8971,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""bps"","
BPS,bps,data/question-bank.js,9016,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""bps"","
BPS,bps,data/question-bank.js,9061,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""bps"","
BPS,bps,data/question-bank.js,9106,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""bps"","
BPS,bps,data/question-bank.js,9922,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""bps"","
BPS,bps,data/question-bank.js,9983,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""bps"","
BPS,bps,data/question-bank.js,10044,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""bps"","
BPS,bps,data/question-bank.js,10105,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""bps"","
CTC,ctc,data/question-bank.js,10167,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""ctc"","
BPS,bps,data/question-bank.js,10228,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""bps"","
CTC,ctc,data/question-bank.js,10276,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""ctc"","
BPS,bps,data/question-bank.js,10290,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""bps"","
CTC,ctc,data/question-bank.js,10344,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""ctc"","
BPS,bps,data/question-bank.js,10358,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""bps"","
CTC,ctc,data/question-bank.js,10412,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""ctc"","
BPS,bps,data/question-bank.js,10426,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""bps"","
CTC,ctc,data/question-bank.js,10480,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""ctc"","
BPS,bps,data/question-bank.js,10494,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""bps"","
CTC,ctc,data/question-bank.js,10548,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""ctc"","
CTC,ctc,data/question-bank.js,10562,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""ctc"","
CTC,ctc,data/question-bank.js,10617,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""ctc"","
CTC,ctc,data/question-bank.js,10630,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""ctc"","
BPS,bps,data/question-bank.js,10698,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""bps"","
CTC,ctc,data/question-bank.js,10766,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""ctc"","
CTC,ctc,data/question-bank.js,10834,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""ctc"","
CTC,ctc,data/question-bank.js,10902,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""ctc"","
BPS,bps,data/question-bank.js,10970,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""bps"","
BPS,bps,data/question-bank.js,11038,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""bps"","
CTC,ctc,data/question-bank.js,11106,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""ctc"","
CTC,ctc,data/question-bank.js,11174,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""ctc"","
CTC,ctc,data/question-bank.js,11242,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""ctc"","
BPS,bps,data/question-bank.js,11310,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""bps"","
BPS,bps,data/question-bank.js,11378,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""bps"","
CTC,ctc,data/question-bank.js,11445,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""ctc"","
BPS,bps,data/question-bank.js,11512,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""bps"","
BPS,bps,data/question-bank.js,11579,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""bps"","
BPS,bps,data/question-bank.js,11646,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""bps"","
BPS,bps,data/question-bank.js,11713,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""bps"","
BPS,bps,data/question-bank.js,11780,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""bps"","
CTC,ctc,data/question-bank.js,11847,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""ctc"","
CTC,ctc,data/question-bank.js,11914,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""ctc"","
CTC,ctc,data/question-bank.js,11981,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""ctc"","
CTC,ctc,data/question-bank.js,12048,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""ctc"","
CTC,ctc,data/question-bank.js,12115,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""ctc"","
CTC,ctc,data/question-bank.js,12182,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""ctc"","
CTC,ctc,data/question-bank.js,12249,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""ctc"","
BPS,bps,data/question-bank.js,12316,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""bps"","
BPS,bps,data/question-bank.js,12383,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""bps"","
BPS,bps,data/question-bank.js,12450,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""bps"","
BPS,bps,data/question-bank.js,12517,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""bps"","
BPS,bps,data/question-bank.js,12584,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""bps"","
BPS,bps,data/question-bank.js,12651,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""bps"","
BPS,bps,data/question-bank.js,12718,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""bps"","
BPS,bps,data/question-bank.js,12785,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""bps"","
BPS,bps,data/question-bank.js,12852,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""bps"","
BPS,bps,data/question-bank.js,12919,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""bps"","
BPS,bps,data/question-bank.js,12986,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""bps"","
BPS,bps,data/question-bank.js,13053,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""bps"","
BPS,bps,data/question-bank.js,13120,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""bps"","
BPS,bps,data/question-bank.js,13187,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""bps"","
BPS,bps,data/question-bank.js,13254,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""bps"","
CTC,ctc,data/question-bank.js,13309,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""ctc"","
CTC,ctc,data/question-bank.js,13322,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""ctc"","
CTC,ctc,data/question-bank.js,13377,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""ctc"","
CTC,ctc,data/question-bank.js,13390,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""ctc"","
CTC,ctc,data/question-bank.js,13445,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""ctc"","
CTC,ctc,data/question-bank.js,13458,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""ctc"","
CTC,ctc,data/question-bank.js,13513,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""ctc"","
CTC,ctc,data/question-bank.js,13526,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""ctc"","
CTC,ctc,data/question-bank.js,13581,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""ctc"","
CTC,ctc,data/question-bank.js,13594,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""ctc"","
CTC,ctc,data/question-bank.js,13649,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""ctc"","
CTC,ctc,data/question-bank.js,13662,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""ctc"","
CTC,ctc,data/question-bank.js,13717,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""ctc"","
CTC,ctc,data/question-bank.js,13730,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""ctc"","
CTC,ctc,data/question-bank.js,13785,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""ctc"","
CTC,ctc,data/question-bank.js,13798,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""ctc"","
CTC,ctc,data/question-bank.js,13853,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""ctc"","
CTC,ctc,data/question-bank.js,13866,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""ctc"","
CTC,ctc,data/question-bank.js,13921,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""ctc"","
CTC,ctc,data/question-bank.js,13934,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""ctc"","
CTC,ctc,data/question-bank.js,14001,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""ctc"","
CTC,ctc,data/question-bank.js,14068,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""ctc"","
CTC,ctc,data/question-bank.js,14135,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""ctc"","
CTC,ctc,data/question-bank.js,14202,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""ctc"","
CTC,ctc,data/question-bank.js,14269,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""ctc"","
CTC,ctc,data/question-bank.js,14336,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""ctc"","
BPS,bps,data/question-bank.js,14404,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""bps"","
BPS,bps,data/question-bank.js,14472,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""bps"","
BPS,bps,data/question-bank.js,14540,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""bps"","
BPS,bps,data/question-bank.js,14608,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""bps"","
BPS,bps,data/question-bank.js,14676,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""bps"","
BPS,bps,data/question-bank.js,14744,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""bps"","
BPS,bps,data/question-bank.js,14812,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""bps"","
BPS,bps,data/question-bank.js,14880,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""bps"","
BPS,bps,data/question-bank.js,14948,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""bps"","
BPS,bps,data/question-bank.js,15016,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""bps"","
BPS,bps,data/question-bank.js,15084,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""bps"","
BPS,bps,data/question-bank.js,15152,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""bps"","
BPS,bps,data/question-bank.js,15220,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""bps"","
BPS,bps,data/question-bank.js,15288,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""bps"","
BPS,bps,data/question-bank.js,15356,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""bps"","
CTC,ctc,data/question-bank.js,15410,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""ctc"","
CTC,ctc,data/question-bank.js,15477,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""ctc"","
CTC,ctc,data/question-bank.js,15544,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""ctc"","
CTC,ctc,data/question-bank.js,15611,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""ctc"","
CTC,ctc,data/question-bank.js,15678,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""ctc"","
CTC,ctc,data/question-bank.js,15745,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""ctc"","
CTC,ctc,data/question-bank.js,15812,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""ctc"","
CTC,ctc,data/question-bank.js,15879,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""ctc"","
CTC,ctc,data/question-bank.js,15946,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""ctc"","
CTC,ctc,data/question-bank.js,16013,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""ctc"","
BPS,bps,data/question-bank.js,16094,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""bps"","
BPS,bps,data/question-bank.js,16161,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"""examTarget"": ""bps"","
